Title,Ingredients,Steps,Loves,URL,Bahan
Telur ceplok kecap gurih,"6 butir telor ayam--5 siung bawang merah(iris tipis)--2 buah bawang bombay (iris tipis)--3 buah cabe keriting(iris serong)--2 buah tomat uk kecil (belah 2)--2 sdm kecap manis--2 lembar daun jeruk(iris tipis,buang tengahnya)--1 bungkus sao*i saos mentega--Secukupnya air--Secukupnya garam,gula--","Ceplok semua telur ayam,kalo pengen garing pinggirnya,agak banyak minyak saat menggorengnya. Sisihkan--Lelehkan margarine lalu tumis bawang bombay,bawang merah hingga harum,masukkan daun jeruk,cabe keriting,gula,garam,kecap,tunggu mendidih,koreksi rasa.--Masukkan telor yg sudah diceplok+tomat,tunggu 2-3menit,angkat,sajikan--",24,/id/resep/3896326-telur-ceplok-kecap-gurih,"ayam, bawang merah, cabe, garam, gula, daun jeruk, bawang bombay, mentega, saos, kecap, saos, tomat, telor"
Sop Kambing Arab Tanpa Santan,"1/2 kg daging kambing--2 iris nanas sebagai pelengkap (bisa ditiadakan)--1 buah wortel, iris--1 buah kentang, iris--1 buah jeruk lemon--1 sdm pasta tomat--1 ikat parsley / seledri, pisahkan daun dengan batangnya. Batangnya untuk merebus daging. Daunnya untuk taburan sop--#Berikut BUMBU yang ditumis :--1 buah bawang bombay, iris--5 buah bawang putih, iris--1 buah tomat, iris--1 buah paprika, iris--1 ruas jempol jahe, geprek--3 cm kayu manis--7 butir cardamom (kapulaga)--7 butir cengkih--1/2 sdt merica bubuk--1/2 sdt bumbu kari bubuk--1/2 sdt jintan bubuk--1/2 sdt mix spicy (aneka rempah bumbu beli di supermarket dalam bentuk butiran, saya blender untuk stock)--1/2 sdt garam--1/3 sdt gula pasir--2 sdm olive oil / minyak zaitun (atau minyak goreng lainnya) untuk menumis--","Siapkan daging kambing, cuci bersih. Rebus air hingga mendidih. Masukkan daging kambing, rebus 5 menit. Angkat daging kambing. Buang airnya. Ganti dengan air baru hingga daging terendam, lanjutkan rebus.--Masukkan kentang, wortel, batang seledri. Untuk kentang dan wortelnya jika sudah empuk segera diangkat duluan lalu sisihkan.--Lanjutkan rebus daging hingga empuk. Angkat daging potong2.--Siapkan bumbu yang akan ditumis.--Siapkan olive oil (minyak zaitun) untuk menumis bumbu. Menggunakan minyak goreng lainnya juga bisa.--Tumis bumbu hingga harum.--Masukkan daging, aduk.--Masukkan kentang, wortel. Tambahkan air rebusan daging. Tambahkan garam dan gula.--Ambil air rebusan sedikit masukkan di mangkok. Tambahkan pasta tomat, aduk rata. Masukkan kembali ke panci. Lanjut masak hingga air mendidih, kecilkan api. Biarkan 5 menit hingga meresap menyatu rasanya. Koreksi rasanya hingga pas di lidah Anda.--Jika tidak ingin terganggu dengan gigitan rempahnya, maka kuahnya dapat disaring. Kami lebih suka begitu saja ""tanpa disaring"". Bumbu rempahnya lebih terasa, juga paprika dan bawang bombaynya. Sesekali tergigit cengkeh, jahe, kapulaga dan lainnya … mak nyuszh.. ini yang bikin ""kejutan rasa"" di lidah.--Hidangkan dengan taburan daun seledri cincang. Sebelum disantap kucuri dengan perasan jeruk Lemon.. suegerrr. Yang suka nanas tinggal tambahkan, seperti gambar di atas.--Bismillah.. Selamat santap MARAK LAHMA Sop Kambing Arab Tanpa Santan Gak Pake Ngulek.. hmmm ""lazidz jiddan wal afiah"" (Arabic = lezat banget lagi sehat). [Arabic: Marak=sop, Lahma=daging/kambing].--",42,/id/resep/973515-3_marak-lahma-sop-kambing-arab-tanpa-santan,"bawang putih, minyak, bubuk, merica, garam, gula, jahe, bawang bombay, seledri, lemon, paprika, tomat, nanas, wortel, daging, kambing, jintan, kapulaga,  kari"
Fuyunghai Isi Tahu,2 butir telur--2 buah tahu potong2 kecil--2 buah bawang putih--1/2 bawang bombai--1 daun bawang--2 sdm saus tomat--2 sdm saus sambal--1 sdm maizena dicampur air--3 sdm minyak goreng--,"2 butir telur d kocok dg irisan daun bawang, potongan tahu, 1 bawang putih potong kecil2 dan garam serta micin--Tumis 1 bawang putih geprek cincang. Setelah bau harum masukkan bawang bombai biarkan agak layu kemudian masukan air, saus tomat dan saus sambal--Tambahkan gula, garam dan micin. Koreksi rasa--Siramkan saus d atas telur. Selesai--",50,/id/resep/4239395-fuyunghai-isi-tahu,"bawang putih, telur, maizena, daun bawang, minyak,  tahu , bawang bombai, saus, tomat, tahu"
Udang asam manis,250 gr udang (direbus sebentar sampai berubah warna aja)--1 siung bawang bombay (cincang kasar)--3 siung bawang putih (cincang halus)--2 btg daun bawang (potong kecil2)--3 sdm saos tomat--5 sdm saos cabe--1 sdm kecap manis--1 sdm saos tiram (boleh skip)--1 sdm gula pasir--1 sdt penyedap--1/2 sdt garam (boleh skip jika rasa sudah asin)--1 sdm air jeruk nipis (boleh skip)--5 sdm minyak goreng (untuk menumis)--Secukupnya air matang--,"Rebus udang sampai berubah warna (jangan lama2) kemudian tiriskan--Mulai siap menumis, panaskan minyak goreng di atas wajan dengan api sedang (klo api besar saos akan cepat gosong)--Tumis bawang putih sampai harum kemudian masukan bawang bombay, tumis sebentar kemudian tambahkan air secukupnya--Setelah itu masukan saos tomat, saos cabe, saos tiram, gula, penyedap, garam. Tumis sampai agak mengental--Masukan udang dan daun bawang tumis sebentar, icip rasanya, klo sudah pas kemudian sajikan--Santap dengan nasi hangat--",18,/id/resep/3798320-udang-asam-manis-super-simple,"bawang putih, daun bawang, cabe, minyak, garam, gula, jeruk nipis, bawang bombay, udang,  air , saos, tiram, kecap, saos, tomat, penyedap"
Sup Tulangan Sapi Berempah (segar dg rempah minimalis),"850 gr tulangan sapi--1 bh wortel uk besar, kupas lalu potong dadu--2 bh kentang, kupas lalu potong dadu besar--200 gr buncis, potong - potong--2 bh tomat merah, potong 4--1 bh bunga lawang--3 btr kapulaga--3 bh cengkeh--3 cm kayu manis--2 btg daun bawang, iris iris--5 btg seledri, iris iris--secukupnya Lada bubuk--secukupnya Garam, gula, kaldu sapi bubuk--Minyak secukupnya utk menumis--secukupnya Air--🍀Bumbu halus :--4 siung bawang putih--3 siung bawang merah--1/2 btr biji pala--🍀Pelengkap :--Bawang goreng--Sambal kecap--Kerupuk/emping belinjo--","Pertama - tama, didihkan air lalu rebus tulangan/iga sapi. Rebus selama kurang lebih 10 menit. Angkat tulangan dan buang air rebusannya.--Kemudian, rebus air hingga mendidih lalu masukkan tulangan sapi, kayu manis, cengkeh, kapulaga, dan bunga lawang. Masak hingga daging empuk (saya menggunakan panci presto).--Tumis bumbu halus hingga harum dan matang, sisihkan.--Setelah daging empuk, masukkan bumbu halus, garam, gula, lada, dan kaldu bubuk. Masak sebentar. Lalu masukkan sayuran seperti kentang dan wortel, terakhir yg dimasukkan adl buncis.--Terakhir, masukkan tomat, daun bawang, seledri, dan bawang goreng. Sajikan bersama pelengkap.--",56,/id/resep/3412918-sup-tulangan-sapi-berempah-segar-dg-rempah-minimalis,"bawang putih, bawang merah, daun bawang, minyak, bubuk, garam, gula, kaldu, lada, kerupuk, kecap, seledri, sapi, kerupuk, bawang goreng, tomat, buncis, wortel, cengkeh, kapulaga"
Brokoli Cah Udang,"500 gr udang ukuran kecil--2 bonggol brokoli--1 buah jeruk nipis--1/2 siung bawang bombay, iris--3 siung bawang putih, cincang--2 sdm saos tiram--1 sdm kecap ikan--Secukupnya garam, gula & lada--1/2 sdm maizena, larutkan--200 ml air--","Cuci bersih udang buang kepalanya, beri perasan jeruk nipis diamkan selama 5 menit, bilas dan tiriskan.--Bersihkan brokoli, potong perkuntum, cuci bersih lalu rebus dg air yg diberi sedikit garam selama 2 menit, angkat lalu bilas dg air dingin dan tiriskan.--Tumis bawang putih dan bawang bombay sampai harum lalu masukkan udang, masak sampai udang berubah warna. Kemudian masukkan air masak sampai mendidih.--Masukkan saos tiram, kecap ikan, garam, gula dan lada, aduk rata koreksi rasa yaa.--Setelah itu masukkan brokoli rebus dan larutan maizena. Aduk sebentar lalu angkat dan siap disajikan.--",14,/id/resep/3888868-brokoli-cah-udang,"bawang putih, maizena, garam, gula, jeruk nipis, bawang bombay, lada, udang, saos, tiram, kecap, ikan, brokoli, saos"
Tumis Kornet Telor,1 kaleng kornet--2 butir telor ayam dikocok lepas--4 siung bawang nerah diiris--2 siung bawang putih diiris--Cabe secukupnya sesuai selera--Penyedap--Minyak goreng--,"Telor yang sdh dikocok lepas lalu digoreng aduk2 sampai matang--Kornet digoreng setengah matang--Tumis bawang merah, bawang putih dan cabe, setelah keluar aroma baru masukkan telor orak arik dan kornet.--Tambahkan penyedap, Aduk sampai bumbu meresap--Cicipi dan rasakan, jika sdh enak angkat dan sajikan--",9,/id/resep/4375555-tumis-kornet-telor,"ayam, bawang putih, cabe, minyak, penyedap, telor"
Tempe Goreng Mercon,Tempe 1 papan (bhs tukang sayur..ya)--20 Cabe Jablay (bhs ibu2..ya)--8 Bawang merah--5 Bawang putih--1 batang daun bawang--1 bungkus penyedap Magic Lezat--1/2 sendok teh gula pasir--1 bungkus tepung sasa fried chiken (sesuaikan dengan porsi)--,"Tempe di potong tebal,lalu dibelah tengahnya jangan sampai putus. (Tergantung selera tempe bisa di rendem ke bumbu bawang putih,air matang dan garam 10 menit) bila sudah tiriskan.--Ulek bumbu cabe,bawang merah,bawang putih dan tambahkan gula dan penyedap Magic Lezat sampai halus dan rata.--Lalu bumbu cabe ditumis.--Setelah bumbu cabe matang,dinginkan sebentar.lalu masukkan bumbu cabe tersebut kedalam tempe yang sudah dibelah tadi.--Untuk tepung sasanya di campur air secukupnya (adonan harus agak kental) supaya garing dan renyah.lalu masukan daun bawang yang sudah di iris.--Lalu masukan tempe yang sudah di isi bumbu cabe tersebut ke adonan tepung sasa.--Bila tempe sudah tercampur adonan tepung sempurna,goreng tempe tersebut sampai agak kekuningan.setelah itu tiriskan..--""Selamat menikmati"" Tempe Goreng Merconnya.Terima kasih.--",10,/id/resep/4366718-tempe-goreng-mercon,"bawang putih, tepung, bawang merah, daun bawang, cabe, gula, tempe, ikan, penyedap"
Tongseng kambing,500 gr daging kambing muda--tomat 2 pottong dadu besar--kol 1/4 bulatan besar--3 batang daun bawang--cabe rawit merah 9 (pedas sesuaikan dg selera)--5 cabe merah keriting--5 bawang putih--7 bawang merah--5 kemiri--1 sdm jinten--3 cm kunyit--3 cm jahe--1 sdm ketumbar--1/2 sdt merica--7 daun jeruk--5 lembar daun salam--3 batang sereh--3 sdm kecap manis--secukupnya garam--gula secukupnya sbg penyeimbang rasa--,"Haluskan semua bumbu, tumis sampai wangi. Masukkan daging, aduk hingga berubah warna. Tambahkan air hingga terendam seluruh daging. Masak hingga daging empuk (daging kambing awalnya sblm dimasak bisa dibungkus daun pepaya/ beri parutan nanas spy empuk)--Tambahkan kecap, garam dan gula. Koreksi rasa. Jika sdh pas masukkan rajangan kol, tomat, dan daun bawang. Aduk sebentar hingga layu. Angkat dan sajikan 😉--",22,/id/resep/2316084-tongseng-kambing-ala-bunda-jk,"bawang putih, bawang merah, daun salam, daun bawang, sereh, cabe, rawit, ketumbar, merica, garam, gula, jahe, kunyit, daun jeruk, kecap, ikan, kemiri, tomat, daging, kambing, jinten"
Tumis Udang Daun Jeruk (no MSG),"200 gr udang kupas--3 siung bawang putih--2 siung bawang merah--1 batang serai--2 lembar daun jeruk--3 buah cabai merah (rajang)--1/2 sdt kunyit bubuk--1 buah jeruk nipis (peras, ambil airnya)--2 sdm minyak goreng--secukupnya Garam & merica--","Bersihkan udang. Lumuri dengan air perasan jeruk nipis dan garam secukupnya (boleh ditambah kunyit biar cerah). Diamkan sambil menyiapkan bumbu.--Haluskan bawang merah, bawang putih, & serai. Campur dengan kunyit.--Panaskan 2 sdm minyak goreng. Masukkan bumbu halus, tumis hingga harum. Tambahkan daun jeruk, cabai merah, garam, & merica.--Masukkan udang. Tumis hingga matang dan bumbu tercampur rata.--Tips: (1) saya menghaluskan bumbu dengan cara diparut karena lebih cepat; (2) saya pakai kunyit bubuk karena aroma yg dihasilkan sama, lebih praktis, dan tidak membuat jari kuning; (3) remas daun jeruk dan masukkan terakhir sebelum udang agar aroma lebih kuat; (4) jangan menumis udang terlalu lama, cukup sampai daging sudah terlihat kemerahan agar hasilnya empuk dan juicy.--",8,/id/resep/4035835-tumis-udang-daun-jeruk-no-msg,"bawang putih, bawang merah, serai, cabai, minyak, bubuk, merica, garam, kunyit, daun jeruk, jeruk nipis, udang"
Garang asem tempe,"1 papan tempe,potong sesuai selera--3 potong ayam/ceker (tambahan saja,supaya gurih)--3 lembar daun salam--Gula merah dan Garam/royco--3 sdm minyak sayur--secukupnya Air--Bumbu iris:--4 baw.merah--3 cabai merah--6 rawit merah--1 tomat merah--",Rebus air sampai mendidih kemudian masukkan tempe--Masukkan bumbu iris+daun salam--Masukkan ayam mentah dan beri gula merah+garam--Masak agak lama sampai ayam benar2 matang dan empuk (saya 15 menit lebih)--Terakhir kucurkan minyak sayur dan siap hidangkan--,11,/id/resep/4219887-garang-asem-tempe,"ayam, daun salam, cabai, rawit, minyak, garam, gula, royco, tempe, tomat, ceker"
Daging kambing Bumbu kecap Pedas Manis,"900 gram daging kambing--1 batang serai, memarkan--2 lembar daun jeruk--2 cm laos, memarkan--3 butir kemiri--3 buah bawang merah, iris--2 buah bawang putih--1 sdt merica butiran, bisa di ganti dengan lada bubuk--10 biji cabe rawit, iris serong--2 sdm kecap manis, boleh lebih (sesuai selera)--2 sdm minyak untuk menumis--secukupnya Garam--","Daging kambing yang sudah di potong-potong masukkan dalam air mendidih, rebus sampe air mendidih kembali, buang airnya, tiriskan.--Bumbu yang di haluskan : merica, bawang putih dan kemiri, garam secukupnya.--Tumis bawang merah sampe harum, masukkan bumbu yang sudah di haluskan, cabe, serai, laos dan daun jeruk, tumis bumbu sampai harum lalu masukkan daging kambing, tumis sebentar lalu tambahkan 1 liter air, air mendidih lalu kecilkan api, ungkep sekitar 30 menit.--Tambahkan kecap manis, ungkep lagi selama 15 menit, atau samapai kuah tinggal sedikit dan daging kambing empuk.--",6,/id/resep/326450-daging-kambing-bumbu-kecap-pedas-manis,"bawang putih, bawang merah, serai, cabe, rawit, minyak, bubuk, merica, garam, daun jeruk, lada, kecap, kemiri, daging, kambing"
Oreg tempe kering,1 papan tempe--3 biji cabai merah keriting--7 biji cabai rawit(Kalo suka pedes)--8 butir bawang merah--5 butir bawang putih--2 lembar daun salam--3 lembar daun jeruk--1 ruas lengkuas geprek--1 gula merah--3 sdm kecap manis--1/2 bungkus asam jawa--secukupnya Gula pasir--secukupnya Garam--secukupnya Lada--50 ml Air--,"Potong tempe dengan ukuran korek api,goreng hingga kecoklatan.sisihkan--Iris bawang merah,putih,cabai tumis hingga matang tambahkan daun salam,jeruk,lengkuas aduk sampai harum.--Tambahkan air,gula merah,kecap,garam, gula pasir,dan lada aduk sampai mengental,tes rasa--Terakhir masukkan tempe aduk hingga rata.tempe oreg siap d sajikan 😊--",8,/id/resep/4410454-oreg-tempe-kering,"bawang putih, bawang merah, daun salam, cabai, rawit, garam, gula, tempe, daun jeruk, lada, kecap, lengkuas, asam jawa"
Sambel teri nasi tahu tempe😄,1 ons Teri medan--tempe setengh saja--2 buah tahu kuning--15 biji cabe merah--bawang putih 2 di goreng--bawang merah 5 di goreng--daun salam--gula--Royko--tomat setengah--,Potong tempe dan tahu bentuk Korek dan goreng sampai kering--Goreng teri nasi sampai kering juga tapi saya ngga terlalu kering ah takut sakit gigi makannya😄--Blender cabe tomat bawang merah bawang putih yg sudh di goreng tadi--Tumis daun salam dan masukan bumbu yang sudh di blender tadi sampai haruuuuum.. lalu. masukan tempe tahu teri nasi aduk aduk deh--Masukan gula putih secukupnya dan royko sedikit cek rasa kalau sudah di rasa enak matikan api--Taraaaaaaa.. makan lahap euy😘😘😘--,66,/id/resep/4262864-sambel-teri-nasi-tahu-tempe%F0%9F%98%84,"bawang putih, bawang merah, daun salam, cabe, gula,  tahu , tempe, tomat, tahu"
Ayam Goreng Lengkuas,"2 ekor ayam kampung potong 4 bagian--(1 kg ayam negri)--100 gr lengkuas, parut kasar--3 lembar daun salam--4 lembar daun jeruk, robek--Bumbu halus :--6 butir bawang merah--6 butir bawang putih--1 sdm ketumbar--3 butir kemiri--1 ruas kunyit--1 ruas jahe--1 Batang serai ambil putihnya--secukupnya Garam--","Cuci bersih ayam, sisihkan--Rendam ayam dengan bumbu halus dan parutan lengkuas kurleb 30 menit--Lalu beri air secukupnya lalu masukkan daun salam dan daun jeruk, kemudian presto (ungkep ayam biasa bisa) sampai empuk--Angkat ayam, saring sisa bumbu lengkuas tiriskan--Goreng ayam lalu sisihkan, goreng bumbu lengkuas lalu tiriskan di tisu makan agar tidak berminyak--Taburkan bumbu lengkuas ke atas ayam goreng, sajikan--",76,/id/resep/4370021-ayam-goreng-lengkuas,"ayam, bawang putih, bawang merah, daun salam, serai, ketumbar, garam, jahe, kunyit, daun jeruk, lengkuas, kemiri"
Ceplok Telor bumbu Kecap,"4 buah telur, goreng dEngan cara diceplok, sisihkan--2 sdm kecap manis--bumbu iris:--1 siung bawang putih--1/2 buah bawang bombay--2 lembar daun jeruk--secukupnya gula dan garam--","Tumis bumbu bawang2 an bersama daun jeruk, tambahkan sedikit air, kecap, garam, gula, aduk rata, test rasa..--Masukkan telor ceplok, masak sampai bumbu meresap.--",17,/id/resep/4269116-ceplok-telor-bumbu-kecap,"bawang putih, telur, garam, gula, daun jeruk, bawang bombay, kecap"
Udang Brokoli Saos Pedas Manis,"100 gram udang kupas--1 tangkai brokoli--2 buah wortel ukuran kecil--1 bawang bombay ukuran kecil, iris kasar--2 bawang merah, iris tipis--3 bawang putih, iris tipis--3 cabe rawit setan, iris tipis--3 cabe merah, iris tipis--2 sdm saos tomat--1 sdm saos cabe--1 sdt saos tiram--1 sdm madu--Secukupnya lada bubuk, garam, penyedap dan gula--Sedikit air--","Tumis bumbu iris sampai harum. Lalu masukkan wortel, tumis sampai layu--Tambahkan semua saos, lada bubuk, garam, gula, peyedap dan madu. Tambahkan sedikit air, aduk rata dan koreksi rasanya--Masukkan brokoli dan udang. Masak sampai udang matang dan bumbu meresap--Udang brokoli saos pedas manis siap disajikan...--Selamat mencoba resepnya 💕💕--",11,/id/resep/4232827-udang-brokoli-saos-pedas-manis,"bawang putih, bawang merah, cabe, rawit, bubuk, garam, gula, bawang bombay, lada, udang, saos, tiram, brokoli, saos, tomat, penyedap, wortel, madu"
