Title,Ingredients,Steps,Loves,URL,Bahan
Balado puyuh tahu dan kentang,8 Bawang merah--5 Bawang putih--5 Cabai rawit merah--6 Cabai keriting--1 Lengkuas 3cm--1 sdm Gula--1/2 sdm Garam--15 Telur puyuh--3 Tahu kulit--1 buah Kentang--,"Rebus telur puyuh sampai matang--Goreng kentang dan goreng tahu sampai setengah kering--Bland bawang merah, putih, lengkuas, cabai rawit, cabai kriting--Tiris tahu kentang dan telur.. oseng bumbu sampai wangi..--Jika sudah wangi masukan telur, tahu, dan kentang..--Masukan gula, garam, dan penyedap rasa--Icipi sampai pas.--Sajikn ™--",10,/id/resep/4463757-balado-puyuh-tahu-dan-kentang,"bawang putih, telur, bawang merah, cabai, rawit, garam, gula,  tahu , lengkuas, puyuh, tahu"
Tahu Walik,"20 biji tahu goreng--150 gr ayam fillet (blender)--4 sdm tepung terigu--4 sdm tapioka--3 siung bawang putih (dihaluskan)--1 batang daun bawang--secukupnya Garam, merica bubuk, kaldu bubuk--secukupnya Air panas--","Campur daging ayam yg sdh diblender dgn bawang putih yg sdh dihaluskan, tambahkan irisan daun bawang, garam, merica bubuk, kaldu bubuk secukupnya--Tambahkan tepung terigu, tapioka, air panas, kemudian aduk cepat hingga rata--Ambil tahu kemudian sayat, lalu di balik sehingga bagjan dalam ada d luar, kemudian rendam sbntr di air yg d beri kaldu spy bagian dlm yg d balik terasa gurih--Isi tahu dgn adonan, kemudian goreng dgn api kecil hingga krispy--Sajikan dgn sambal kecap--",11,/id/resep/4439874-tahu-walik,"ayam, bawang putih, tepung, terigu, daun bawang, bubuk, merica, garam, kaldu,  tahu ,  air , tapioka, tahu"
Tumis tahu crispy,Bahan-bahan--5 kotak tahu putih ukuran sedang--Daun seledri--Bumbu halus--6 buah cabe merah keriting--3 buah cabe rawit--1/2 sdm gula pasir--3 siung bawang putih--secukupnya Garam--Tambahan--1/2 bks bumbu kaldu rasa apa aj--secukupnya Minyak goreng--,"Potong tipis2 tahu putih lalu kemudian goreng sampe agak keras, sambil menggoreng uleg bumbu halusyang sudah disiapkan--Iris kecil2 daun seledri--Tumis bumbu halus sampe wangi kemudian masukan 1 sdm gula pasir lanjutkan menumis--Tuangkan tahu yang sudah digoreng aduk aduk sampe rata tambahkan penyedap, koreksi rasa--Terakhir taburkan daun seledri dan aduk lagi sampe daun seledri agak layu dan tumis tahu crispy sudah jadii--",23,/id/resep/4461443-tumis-tahu-crispy,"bawang putih, cabe, rawit, minyak, garam, gula, kaldu,  tahu , seledri, tahu"
Asam padeh (asam pedas)patin tahu,Ikan patin 1 ekor potong jd 6 bagian atau sesuai selera--Tahu sutra potong sesuai selera--Lengkuas 2cm geprek--Sereh 1 bh geprek--Cabe giling halus lebkur 3 sendok makan atau sesuai selera--Saya pke cabe giling dr padang udah jelas pedas g perlu rawit lg--1 lembar Daun salam--2 lembar Daun jeruk--1 bh Jeruk nipis--secukupnya Garam--1 bh Asam kandis--2 gelas air--Bumbu halus :--5 siung Bawang merah--3 siung Bawang putih--2 cm Jahe--3 bh Kemiri--Rawit bwt nmbah padas kalo pke cabe kriting jawa--,"Cuci ikan patin lalu lumuri dg jeruk nipis dan garam lebkur 15 menit lalu bilas kembali--Masak bumbu halus yang telah dberi air dan masukkan sereh lengkuas daun salam dan daun jeruk,tunggu hingga mndidih--Lalu masukkan ikan patin masak sebentar dan masukkan tahu--Lalu masukkan asam kandis dan garam--Tunggu kuah agak kental, cicipi rasa, kalau kurang pedas bs tmbah cabe dan masak sbntar--Jangan sering di aduk ya, tar patin nya bs ancur--Setelah matang kluarkan asam kandis agar kuah tdk trlalu asam atw jd pahit--Siap dihidangkan dan dnikmati 😉--",8,/id/resep/4461436-asam-padeh-asam-pedaspatin-tahu,"bawang putih, bawang merah, daun salam, sereh, cabe, rawit, garam, jahe, daun jeruk, jeruk nipis, lengkuas, ikan, kemiri, patin, tahu"
Sate jamur tahu,"250 gr jamur tiram(cincang kasar)--2 btr telur ukuran besar--3 sdm tepung roti halus--secukupnya Garam,kaldu jamur--75 gr kacang tanah sangrai haluskan--1 sdm tepung roti--Secukupnya gula merah--Secukupnya peresan jeruk purut/lemon--Bumbu halus utk sate jamur :--3 siung bawang merah--1 siung bawang putih--Bumbu halus utk saus kacang :--3 siung bawang merah--1 siung bawang putih--3 cm kencur--5 bh cabe merah--6 bh cabe rawit/sesuai selera--secukupnya air matang dingin--","Blender jamur+ telur+bumbu halus+garam secukupnya proses hingga halus(diblender perlahan ya !! Pencet tombol blender biarkan bbrp menit lalu matikan dulu buka tutupnya dan aduk2 sebentar tutup kembali lalu blender kembali,,, kl aku sampai 3x).angkat masukkan ke dlm wadah+tepung roti+bumbu halus+aduk rata.--Olesi wadah atau cetakan dgn minyak masukkan adonan ratakan lalu kukus krg lbh 15 menit lalu angkat dinginkan.--Lalu potong2 dan bentuk kotak2 serasi,tusuk dgn tusukan sate msg2 4 - 5 tiap tusuknya.--Olesi panggangan dgn minyak atau margarine panggang sambil dibolak balik(krn sate jamur ini tdk mengandung lemak seperti ayam/daging makanya lengket,maka ktk akan dibalikan sodok dulu dgn spatula biar sate jamurnya tdk hancur dan tetep cantik),dan setiap akan manggang lg panggannya diolesi kembali ya !!--Tumis bumbu halus utk saus kacang tumis hingga harum+air matang dan gula merah secukupnya masak2 sambil diaduk2+tepung roti aduk2 kembali,kecilkan apinya+garam dan kaldu jamur secukupnya jk dirasa terlalu kental boleh tambah air kembali jng lupa koreksi rasa ya !!--Sajikan sate jamur tahu dgn saus kacang kucuri dgn perasan jeruk purut/lemon secukupnya.--",8,/id/resep/4459866-sate-jamur-tahu,"bawang putih, telur, tepung, bawang merah, cabe, rawit, garam, gula, kaldu, kacang,  air , saus, tiram, roti, jamur, lemon"
Tahu Fantasi,"400 gr tahu (5biji yg besar)--1 buah wortel--1 keping bihun--1 tangkai daun bawang,seledri--2 butir telur--1 sct masako--4 siung bawang putih,haluskan--1/2 sdt garam--1/2 sdt merica bubuk--Lapisan:--2 sdm tapioka--2 sdm air--2 butir telur--Secukupnya garam,merica--","Seduh bihun hingga mengembang,tiriskan. Lumatkan tahu,serut wortel. Cincang daun seledri dan iris daun bawang.--Campur semua bahan dgn bumbu lain, selain telur. Test rasa. Jika sudah pas,masukkan telur aduk rata.--Olesi cetakan/loyang dgn minyak. Sy tambahkan baking paper karna pake loyang brownis. Tuang adonan,kukus hingga matang kurang lebih 30 menit. Jgn lupa lapisi tutup panci dgn kain bersih.--Jika sudah matang,angkat dan dinginkan. Bila perlu masukkan dlm kulkas agar lebih mudah dipotong dan tidak hancur saat digoreng. Potong2 sesuai selera.--Bahan pencelup: campur tapioka dgn air hingga larut kemudian masukkan telur,garam dan merica Kocok hingga rata.--Celupkan tahu dlm bahan pencelup,goreng hingga matang. Tiriskan ato serap dgn tissue dapur. Lebih nikmat disajikan dgn cabai muda ato saos sambel.--Selamat menikmati 😋--",27,/id/resep/4459173-tahu-fantasi,"bawang putih, telur, daun bawang, bubuk, merica, garam,  tahu , seledri, bihun, wortel, tapioka, tahu"
Pepes tahu jamur,1 kotak Tahu--1 ons Jamur tiram--1 butir Telor ayam--Bumbu :--4 siung bawang merah--3 siung bawang putih--3 biji Cabe / selera--lidi Daun pisang buat bungkusnya dan--,Langkah membuat : hancurkan tahu.lalu siangin jamur tiram lalu cuci bersih campurkan bersama tahu..lalu haluskan bumbu yg di atas aduk rata bersama tahu dan jamur tambah kan telor aduk kembali beri garam micin roico aduk aduk sampai rata..lalu bungkus semat menggunakan lidi setelah selesai semua panggang menggunakan hapy call atau wajan yg sudah tidak di pakai.panggang pakai api kecil sambil di bolak balik sampai Mateng sempurna setelah matang angkat...dan sajikan--,15,/id/resep/4459632-pepes-tahu-jamur,"ayam, bawang putih, bawang merah, cabe, tiram, jamur, daun pisang, tahu, telor"
Triple T (Tahu-Teri-Tauco) Masak Pedas👄👌,3 buah tahu putih petak--1 bungkus tauco--1 genggang ikan teri--Bumbu iris :--2 siung bawang putih--2 siung bawang merah--4 buah cabe hijau--10 buah cabe rawit--1 batang daun bawang--8 buah cabe merah (giling halus)--1 sdm gula pasir/ sesuai selera--100 ml air--Secukupnya minyak utk menumis--,"Cuci bersih tahu, potong dadu agak besar, lalu goreng sebentar, angkat dan tiriskan.--Goreng ikan teri diminyak panas, angkat dan tiriskan.--Tumis bumbu iris hingga harum, lalu masukan cabe giling, tumis sebentar. Masukkan ikan teri yg sdh digoreng td, tauco, gula dan beri air, lalu masukkan tahu goreng td, tunggu hingga mendidih dan bumbu meresap. Koreksi rasa, matikan api. Nb: sya tdk pake garam krn taucony sdh asin, dan byknya air sesuai selera.--Triple T udh jd..enk disantap selagi hangat plus nasi hangat👌😋--",9,/id/resep/4459493-triple-t-tahu-teri-tauco-masak-pedas%F0%9F%91%84%F0%9F%91%8C,"bawang putih, bawang merah, daun bawang, cabe, rawit, minyak, gula,  tahu , ikan, tahu"
Tumis tahu sosis,2 buah tahu putih--2 buah sosis--2 buah tomat--1 buah bawang Bombay--3 siung bawang putih--8 buah cabe rawit--3 buah cabe hijau--1 sdm saus tomat--1 sdm maizena larutkan dengan sedikit air--secukupnya Garam gula penyedap--,"Tahu dipotong dadu.goreng sampai setengah matang--Iris tipis bawang Bombay dan bawang putih,cabe rawit dan cabe hijau.--Tumis terlebih dahulu bawang Bombay dan bawang putih sampai harum.baru masukkan cabe.tumis lagi--Tomat dipotong kotak2,tumis.tambahkan saus tomat--Tambahkan sedikit air, masukkan tahu.aduk rata.--Sosis dipotong bulat2, tambahkan ke tumisan.beri garam gula dan penyedap.tes rasa.aduk sampai mendidih dan air sedikit menyusut.--Setelah mendidih tuang larutan maizena.aduk cepat,matikan api.sajikan--",11,/id/resep/4459149-tumis-tahu-sosis,"bawang putih, maizena, cabe, rawit, garam, gula,  tahu , bawang bombay, saus, sosis, tomat, penyedap, tahu"
Tahu Saus Tiram,2 tahu putih--1 batang daun bawang--1 bawang putih--2 bawang merah--1 cabe rawit--1 sdt kecap manis--1 1/2 sdt saus tiram--Secukupnya gula jawa--Secukupnya garam--Secukupnya penyedap (optional)--Sedikit air--Sedikit minyak untuk menumis--,"Potong tahu sesuai selera 👉 goreng.--Tumis bawang putih, bawang merah sampai harum.--Masukkan sedikit air, cabe, tahu goreng, gula jawa, garam, kecap, saus tiram.--Masukkan daun bawang. Cek rasa.--",9,/id/resep/4458970-tahu-saus-tiram,"bawang putih, bawang merah, daun bawang, cabe, rawit, minyak, garam, gula,  tahu , saus, tiram, kecap, penyedap, tahu"
Perkedel Tahu Udang,1 buah tahu cina besar--Secukupnya udang cincang kasar/potong kecil2--1 sdm maizena/ tepung serbaguna--Secukupnya garam--Secukupnya lada--1 buah daun bawang diiris halus--1 butir telur--Secukupnya tepung panir/tepung bumbu untuk melapisi (skip juga bisa)--2 siung bawang putih haluskan--,"Hancurkan tahu dengan tangan, masukan garam,lada,telur,tepung maizena, irisan daun bawang, bawang putih dan udang aduk2 hingga merata.--Bentuk bulat2 gulingkan diatas tepung panir.--Panaskan minyak lalu goreng hingga kecoklatan. Selesai.--",34,/id/resep/4458613-perkedel-tahu-udang,"bawang putih, telur, tepung, maizena, daun bawang, garam,  tahu , lada, udang, panir, tahu"
Sate Tahu & Tempe (Teflon),2 tahu putih--1/3 papan tempe (ukuran besar)--1 ruas lengkuas--1 daun salam--2 sdm kecap manis--Secukupnya garam--Secukupnya penyedap (optional)--Secukupnya gula pasir--Bumbu Halus ;--2 bawang putih--4 bawang merah--2 kemiri--Secukupnya gula jawa--1 sdt merica--1/2 sdt ketumbar--,"Potong tahu & tempe sesuai selera--Masukkan tahu & tempe dalam panci bersama daun salam, lengkuas, kecap manis. Beri air sampai bahan terendam.--Masak dengan api sedang, bumbui garam, gula pasir, penyedap. Koreksi rasa dan masak sampai kuah menyisut dan bumbu meresap.--Susun tahu & tempe dengan tusuk sate/lidi.--Panggang tahu & tempe diatas teflon dengan sedikit minyak.--Lumuri sate dengan sisa bumbu tadi, kucuri kecap dan panggang sampai agak kering.--Jangan lupa dibalik dan beri kecap di sisi lainnya. Sajikan.--",9,/id/resep/4457781-sate-tahu-tempe-teflon,"bawang putih, bawang merah, daun salam, ketumbar, merica, garam, gula,  tahu , tempe, kecap, lengkuas, kemiri, penyedap, tahu"
Tahu susu teriyaki,"1 sct saos teriyaki--4 bh tahu susu, goreng--4 bh baso, iris--1 butit telur--3 bawang putih--1/2 sdm kecap asin--2 sdm kecap manis--Secukupnya gula garam--Secukupnya air--","Tumis bawang putih, hingga harum. Masukkan telur, buat orak arik. Masukkan baso. Beri air sedikit--Tambahkan saos teriyaki, tahu, kecap asin, kecap manis, beri bumbu, koreksi rasa. Masak hingga bakso matang. Taburi biji wijen jika suka. Selamat mencoba--",8,/id/resep/4372653-tahu-susu-teriyaki,"bawang putih, telur, garam, gula,  tahu , saos, kecap, saos, susu, tahu"
Tumis kikil tahu exsta pedas,1 bungkus kikil matang--2 byah tahu--5 biji cabe ijo--5 biji cabe merah--15 biji cabe rawit--5 biji bawang merah--2 biji bawang putih--I buah tomat--secukupnya Kecap--Garam--Penyedap rasa--Minyak--Air--,Potong bawang merah bawang putih potong cabe serong tipis iris juga tomat secara serong--Panaskan wajan kasih minya tumis bawang merah bawang putih setelah harum masukkan cabe tomat dan garam--Setelah cabe layu masukkan kikil dan kecap kasih air tunggu sampai matang kasih penyedap rasa secukupnya cek rasa--Tumis kikil tahu ekstra pedas siap dihidangkan cocok sekali dengan nasi yang masih hangat--Selamat mencoba--,18,/id/resep/4457068-tumis-kikil-tahu-exsta-pedas,"bawang putih, bawang merah, cabe, rawit, minyak, garam, kecap, tomat, penyedap, tahu"
Sup Tahu Baso Ikan,"1 buah tahu cina. Potong kotak2--3 buah baso ikan. Belah 2--2 siung bawang putih. Cincang kasar--1 batang daun bawang. Iris2--500 ml air matang--2 sdm minyak sayur--Bumbu :--1/2 sdt kaldu jamur--Sejumput garam, lada, gula--","Panaskan minyak di wajan. Tumis bawang putih sampai harum dan kecoklatan. Lalu masukan baso ikan, aduk2 sebentar. Masukan air dan tahu. Besarkan api, tunggu sampai mendidih.--Setelah air mendidih, kecilkan api, beri bumbu2, aduk rata. Tes dan koreksi rasa. Terakhir masukan daun bawang, matikan api. Selesai.--Sajikan hangat. Yummy!! 😘--",11,/id/resep/4456725-sup-tahu-baso-ikan,"bawang putih, daun bawang, minyak, garam, gula, kaldu,  tahu , lada,  air , jamur, ikan, tahu"
Tumis Udang dan Tahu,"250 gr udang uk sedang, buang kepala--4 buah tahu cina potong dadu, goreng smpe berkulit--1/4 buah wortel, potong korek api--1/2 biji bawang bombay, iris memanjang--3 siung bawang putih--4 siung bawang merah--1 ruas jahe, geprek--7 buah cabe rawit setan, potong serong (bs ditmbh sesuai slera)--1 batang bawang daun, potong tebal--2 sdt kecap bango--1 sdt saos tomat--3 sdt saos tiram--secukupnya garam dan air--","Tumis bawang bombay dg 2 sdm minyak goreng, hingga harum, masukkan bawang merah, bawang putih, rawit, wortel dan jahe, aduk rata hingga harum.--Masukkan tahu dan udang aduk rata hingga berubah warna, beri air hingga sdikit merendam udang n tahu--Bumbui dg saos tiram, saos tomat, kecap dan garam. Biarkan air mendidih, menyusut dan mulai mengental, koreksi rasa, masukkan bawang daun, aduk2 sbentar, matikan api, sajikan...yummy😄--",8,/id/resep/4449412-tumis-udang-dan-tahu,"bawang putih, bawang merah, cabe, rawit, garam, jahe,  tahu , bawang bombay, udang, saos, tiram, kecap, saos, tomat, wortel, tahu"
Lodeh krecek tahu tempe,1 plastik krecek (sekitar 250gr)--1 papan tempe--5 buah tahu matang--3 lonjor pete--200 ml santan instant--Secukupnya air--Seruas laos(sekitar 2cm geprek)--2 lembar daun salam--2 sdt gula pasir--Secukupnya penyedap--Bumbu halus:--3 siung bawang putih--6 siung bawang merah--10 buah cabe rawit merah/ cabe gendut--2 cm kunyit--4 buah kemiri sangrai--1 sdt garam--,"Potong dadu tempe dan tahu, juga krecek lalu sisihkan iris jadi 2 pete lalu cuci bersih--Haluskan semua bumbu halus lalu tumis tambahkan laos dan daun salam tumis sampai harum--Masukkan pete lalu krecek biarkan sampai sedikit asat lalu masukkan tempe tahu beri air lalu santan kara--Tambahkan gula dan penyedap aduk rata tunggu mendidih smbil diaduk bentar2 jangan sampe santan pecah--Test rasa matikan kompor jika sudah benar2 matang/ mendidih--",11,/id/resep/4454847-lodeh-krecek-tahu-tempe,"bawang putih, bawang merah, daun salam, cabe, rawit, garam, gula, kunyit,  tahu , tempe, santan, kemiri, penyedap, pete, tahu"
