Title,Ingredients,Steps,Loves,URL,Bahan
Tumis toge dan tempe simple gak pake lama,Sebungkus toge--secukupnya Tempe--2 siung bawang putih--2 siung bawang merah--1/2 bawang bombay ukuran sedang--3 buah cabe rawit--Kecap manis--Saus tiram--Air--,"Rajang semua bumbu.--Iris tempe kotak* dan bersihkan toge bagian ekornya.--Goreng tempe terlebih dahulu sampai setengah kering. Tiriskan--Kemudian tumis bumbu yg sudah dirajang kemudian masukkan garam, tempe dan toge.--Masukkan kecap dan saus tiram secukupnya.--Kemudia masukkan sedikit air agar bumbu meresap dan rata. Tunggu mendidih kemudian tes rasa. Me sampai air menyusut habis.--",8,/id/resep/4461808-tumis-toge-dan-tempe-simple-gak-pake-lama,"bawang putih, bawang merah, cabe, rawit, tempe, bawang bombay, saus, tiram, kecap"
Tempe Orek Basah,"1 papan tempe uk sedang, potong dadu--2 lembar daun salam (tambahan dr saya)--Seruas jempol lengkuas, memarkan (tambahan dr saya)--Secukupnya kecap manis--Secukupnya garam, gula dan kaldu bubuk (sy pk kaldu jamur)--Secukupnya air matang--1 buah jeruk limau uk besar, ambil airnya (tambahan dr saya)--Bumbu yg dihaluskan :--5 siung bawang merah--2 siung bawang putih (sy pk bawang putih kating)--1/2 buah tomat--2 buah kemiri(sangrai/goreng)--2 buah cabai merah besar--1/2 sdt ketumbar--","Goreng tempe yg sudah dipotong dadu sebentar sampai kecoklatan (jangan sampai kering ya)--Tumis bumbu halus, salam dan lengkuas menggunakan minyak sayur sampai harum dan matang. Lalu masukan air secukupnya. Aduk rata. Biarkan mendidih. Tuang kecap manis dan bumbu lainnya. Aduk rata kembali dan tes rasa.--Masukan tempe yg sudah digoreng tadi, aduk merata. Masak sampai bumbu meresap. Matikan kompor. Beri air perasan jeruk limau. Aduk rata. Siap disajikan.--Sajikan bersama nasi hangat.. sooo yummyy👍👌.--",180,/id/resep/4460395-tempe-orek-basah,"bawang putih, bawang merah, daun salam, cabai, ketumbar, bubuk, garam, gula, kaldu, tempe, jeruk limau,  air , kecap, jamur, lengkuas, kemiri, tomat"
Orek tempe basah cabe ijo,"1 papan tempe(aku bli 2000)--3-4 sdm kecap manis--secukupnya Gula, garam, kaldu bubuk--Bumbu yg di haluskan:--5 siung bawang merah(agak kecil2 bawangnya)--2 siung bawang putih--4 buah cabe merah keriting--3 buah cabe rawit orange--1 butir kemiri--1/4 sdt ketumbar bubuk--Pelengkap:--3 buah cabe ijo besar, iris--2 lembar daun salam--1 ruas lengkuas--100 ml Air kurang lebih--","Potong2 tempe,lalu goreng. Jangan terlalu kering.--Tumis bumbu yg di haluskan, masukan daun salam dan lengkuas timis hingga bumbu matang dan harum.--Masukan kecap, cabe ijo, beri air.--Masukan gula, garam, dan kaldu bubuk. Tes rasa.--Masukan tempe yg sudah d goreng. Aduk rata--Jika air sudah aga menyusut dan tasa sudah pas. Angkat dan sajikan.--",8,/id/resep/4460195-orek-tempe-basah-cabe-ijo,"bawang putih, bawang merah, daun salam, cabe, rawit, ketumbar, bubuk, garam, gula, kaldu, tempe,  air , kecap, lengkuas, kemiri"
Tumis kacang panjang-tempe,"10 helai kacang panjang, potong--1 papan tempe, iris, goreng--Daun salam--Bumbu:--3 buah bawang merah--2 buah bawang putih--2 buah kemiri--1/2 sdt lada--Garam, gula--Kecap manis--",Uleg bumbu hingga halus.--Tumis bumbu hingga harum.--Masukkan kacang panjang potong. Tambahkan air. Masak sampai matang.--Masukkan tempe. Bumbui dengan kecap manis.--Koreksi rasa. Sajikan.--,17,/id/resep/4460146-tumis-kacang-panjang-tempe,"bawang putih, bawang merah, daun salam, garam, gula, tempe, lada, kacang, kecap, kemiri"
Orek tempe kacang,"1 papan tempe fresh 5000-an, potong tipis"" sedang--3 sdm Kacang tanah--secukupnya Minyak goreng fresh--Bumbu halus:--10 buah Cabe merah keriting, 7 dihaluskan, 3 diiris tipis""--5 butir Bawang merah--3 siung Bawang putih--1 ruas jari Lengkuas, memarkan--1/2 ruas jahe, haluskan/memarkan--2 lembar Daun salam--4 lembar Daun jeruk--1 batang Serai, potong, ambil bgian tebalnya, memarkan--1-2 sdm Gula merah yg sdh disisir tergantung selera--secukupnya Garam, gula--Sdkt sj air (kurleb 2 sdm)--","Potong tempe tipis"" sprti gbr di atas. Goreng sampai berubah warna dan sdkt garing. Tiriskan.--Selnjutnya goreng kacang hingga matang dan berubah warna. Jgn smpi gosong ya Bun.. nnti pahit.--Kemudian tumis bumbu halus, masukan lengkuas, jahe, salam, daun jeruk,serai. Tumis sampai harum dan matang.--Setelah itu beri air sedikit sj, masukan garam, sdkt gulpas (bs diskip trgntung selera) dan gula merah sisir. Aduk merata. Koreksi rasa.--Setelah agak kental masukan tempe, menyusul kacang tanah, aduk hingga rata dan bumbu meresap. Matikan api.--Taruh dipiring saji. Siap deh dinikmati utk teman makan ditambah lauk yg lainnya.--",13,/id/resep/3998484-orek-tempe-kacang,"bawang putih, bawang merah, daun salam, serai, cabe, minyak, garam, gula, jahe, tempe, daun jeruk, kacang,  air , lengkuas"
Sate Tahu & Tempe (Teflon),2 tahu putih--1/3 papan tempe (ukuran besar)--1 ruas lengkuas--1 daun salam--2 sdm kecap manis--Secukupnya garam--Secukupnya penyedap (optional)--Secukupnya gula pasir--Bumbu Halus ;--2 bawang putih--4 bawang merah--2 kemiri--Secukupnya gula jawa--1 sdt merica--1/2 sdt ketumbar--,"Potong tahu & tempe sesuai selera--Masukkan tahu & tempe dalam panci bersama daun salam, lengkuas, kecap manis. Beri air sampai bahan terendam.--Masak dengan api sedang, bumbui garam, gula pasir, penyedap. Koreksi rasa dan masak sampai kuah menyisut dan bumbu meresap.--Susun tahu & tempe dengan tusuk sate/lidi.--Panggang tahu & tempe diatas teflon dengan sedikit minyak.--Lumuri sate dengan sisa bumbu tadi, kucuri kecap dan panggang sampai agak kering.--Jangan lupa dibalik dan beri kecap di sisi lainnya. Sajikan.--",9,/id/resep/4457781-sate-tahu-tempe-teflon,"bawang putih, bawang merah, daun salam, ketumbar, merica, garam, gula,  tahu , tempe, kecap, lengkuas, kemiri, penyedap, tahu"
Oseng Mie Tempe ala QeeLa's Kitchen,1 bungkus Mie Urai (merah)--1 papan tempe (potong kecil2)--5 siung bawang putih--8 siung bawang merah--10 buah cabe rawit (sesuai selera)--2 lembar daun salam--1 ruas jahe (geprek)--1 ruas lengkuas (geprek)--secukupnya Garam--secukupnya Gula--5 sdm kecap manis--secukupnya Air--Minyak untuk menumis--,"Rebus mie urai sampai hampir matang, angkat tiriskan--Tumis duo bawang, cabe sampai harum, masukan lengkuas salam dan jahe--Masukan tempe, air, kecap, gula dan garam biarkan mendidih dan agak menyusut--Masukan mie yg sudah direbus tadi, aduk sampai semua tercampur rata... koreksi rasa--Sajikan 😊--",9,/id/resep/4457275-oseng-mie-tempe-ala-qeelas-kitchen,"bawang putih, bawang merah, daun salam, cabe, rawit, minyak, garam, gula, jahe, tempe, kecap, lengkuas,  mie "
Sambel tempe semangit kemangi,1 papan tempe lanas--1 genggam kemangi segar--10 buah cabe merah keriting--3 buah cabe rawit merah--3 siung bawang putih--4 siung bawang merah--1 sdm gula pasir--3 sendok makan minyak goreng--secukupnya Garam--secukupnya Bumbu kaldu--,"Goreng tempe setengah matang ( jangan terlalu kering agar aromanya tetap ada?--Goreng cabe, bawang merah dan bawang putih sebentar--Uleg bawang putih,bawang merah, cabe dan garam haluskan,setelah sambal halus campurkan tempe ke sambel tadi dan uleg pelan agar tidak terlalu lembek dan hancur--Siapkan minyak lalu tumis tempe yang sudah dicampur dengan sambel, tambahkan gula dan penyedap, koreksi rasa dan tumis sampe kering dan wangi--Siapkan kemangi di atas cobek, lalu tuangkan tempe yang masih panas dan campur kemangi dengan tempe dengan menggunkan ulegan agar kemangi sedikit layu--Sambal tempe semangit pedas dan gurih siap dihidangkan--",34,/id/resep/4456359-sambel-tempe-semangit-kemangi,"bawang putih, bawang merah, cabe, rawit, minyak, garam, gula, kaldu, tempe, kemangi"
Tempe Bacem,"2 papan tempe ukuran besar, potong dan kerat tiap sisinya--600 ml air kelapa muda--500 ml air biasa--3 lembar daun salam--1 Ibu jari lengkuas--8 keping gula merah (ukuran kecil)--1 SDM kecap manis--Secukupnya asam jawa--Secukupnya garam--Bumbu Halus:--8-10 butir bawang merah--6 siung bawang putih--1 SDM ketumbar--","Tuang air kelapa dan air biasa dalam wajan, masak dengan api sedang cenderung kecil, lalu masukkan bumbu halus, irisan gula merah, kecap manis, garam, asam jawa, daun salam dan lengkuas, aduk rata--Tidak perlu menunggu hingga mendidih, masukkan potongan tempe, masak hingga semua air nya menyerap dan mengering, sesekali di aduk dan di balik ya tempenya, supaya air bumbu meresap di kedua sisi, koreksi rasa--Setelah airnya kering, matikan api--Kalo mau digoreng, gunakan api kecil aja ya supaya warnanya cakep gak gosong--Kalo buat stok, biarkan uap panasnya hilang lalu simpan tempe bacem dalam wadah tertutup, simpan di lemari es--",12,/id/resep/4454993-tempe-bacem,"bawang putih, bawang merah, daun salam, ketumbar, garam, gula, tempe,  air , kecap, lengkuas, asam jawa"
Lodeh krecek tahu tempe,1 plastik krecek (sekitar 250gr)--1 papan tempe--5 buah tahu matang--3 lonjor pete--200 ml santan instant--Secukupnya air--Seruas laos(sekitar 2cm geprek)--2 lembar daun salam--2 sdt gula pasir--Secukupnya penyedap--Bumbu halus:--3 siung bawang putih--6 siung bawang merah--10 buah cabe rawit merah/ cabe gendut--2 cm kunyit--4 buah kemiri sangrai--1 sdt garam--,"Potong dadu tempe dan tahu, juga krecek lalu sisihkan iris jadi 2 pete lalu cuci bersih--Haluskan semua bumbu halus lalu tumis tambahkan laos dan daun salam tumis sampai harum--Masukkan pete lalu krecek biarkan sampai sedikit asat lalu masukkan tempe tahu beri air lalu santan kara--Tambahkan gula dan penyedap aduk rata tunggu mendidih smbil diaduk bentar2 jangan sampe santan pecah--Test rasa matikan kompor jika sudah benar2 matang/ mendidih--",11,/id/resep/4454847-lodeh-krecek-tahu-tempe,"bawang putih, bawang merah, daun salam, cabe, rawit, garam, gula, kunyit,  tahu , tempe, santan, kemiri, penyedap, pete, tahu"
Tempe cabe garam,1 papan tempe--1 bungkus tepung bumbu--6 siung bawang putih--3 siung bawang merah (optional)--10 buah cabe rawit--secukupnya Garam--Minyak untuk menumis dan menggoreng--secukupnya Daun bawang--,"Potong dadu tempe, rendam dengan bawang putih, garam dan merica yang dihaluskan. Biarkan sampai meresap--Cincang bawang putih, bawang merah, dan cabe. Iris tipis daun bawang.--Goreng tempe dengan tepung bumbu sampai golden brown.--Tumis bawang merah sampai harum, tambahkan bawang putih dan cabe. Aduk sampai harum.--Tambahkan sejumput garam, masukkan daun bawang.--Setelah merata, tambahkan tempe yang sudah digoreng.--Aduk sebentar, siap disajikan--Happy cooking 💖💖💖--",9,/id/resep/4454459-tempe-cabe-garam,"bawang putih, tepung, bawang merah, daun bawang, cabe, rawit, minyak, garam, tempe"
Bakwan tempe ala mama baby..,1/2 papan tempe--secukupnya Tepung terigu--2 siung bawang merah--1 siung bawang putih--lada bubuk--Daun bawang--Irisan cabe rawit merah--Royco--Penyedap--Air--Minyak--,"Tumbuk tempe sampai agak halus masukan ke mangkok--Haluskan bawang merah bawang putih--Setelah halus campurkan bumbu halus kedalam tempe yang sudah d tumbuk--Masukkan terigu, penyedap, royco,secukupnya lada bubuk, irisan daun bawang, irisan cabai rawit beri air secukupnya jangan terlalu encer kemudian koreksi rasa--Panaskan minyak, kemudian goreng hingga kecoklatan--Bakwan tempe siap di hidangkan..--Selamat mencoba momy...--",35,/id/resep/4453853-bakwan-tempe-ala-mama-baby,"bawang putih, tepung, terigu, bawang merah, daun bawang, cabe, rawit, minyak, bubuk, royco, tempe, lada, penyedap"
Stek tempe,1 papan tempe--1/2 bawang bombai--1 sdm minyak wijen--1 sdt saos tiram--2 siung bawang putih--1 buah telur--1 batang daun bawang--Garam dan penyedap secukupnnya--Tepung panir secukupnnya--1 sdm bluben--Untuk saos:--1/2 bawang bombai--1 siung bawang putih--2 sdm Tepung terigu--400 ml air--1 sdm saos tomat--1 sdm kecap--1 sdm saos tiram--1 sdm gula pasir--Garam dan penyedap secukupnnya--,"Kukus tempe 15 menit haluskan sisihkan, tumis bawang bombai,bawang putih dengan bluben sampai harum masukkan sosis dan daun bawang sampai layu.masukkan tumisan bawang dan sosis ke tempe beri garam,saos tiram,minyak wijen dan penyedap aduk rata bulat dan pipihkan masukkan ke kocokan telur dan balur dengan panir.goreng.--Carannya membuat saos
Tumis bawang putih dan bombai masukkan tepung,air dan bumbu lain aduk sampai mendidih dan kental. 
Pelengkap
Kentang goreng dan wortel rebus--",56,/id/resep/4453247-stek-tempe,"bawang putih, telur, tepung, terigu, daun bawang, minyak, wijen, garam, gula, tempe, bawang bombai, saos, tiram, kecap, panir, saos, tomat, penyedap"
Embes-Embes Tempe Banyumasan,"1 papan tempe (potong-potong -+ 1 cm)--1 batang serai, geprek--2 cm lengkuas geprek--2 lembar daun salam--2 sdm kecap manis--1/4 sdt kaldu bubuk--500 ml air--Secukupnya garam halus--Secukupnya minyak goreng--Taburan:--Secukupnya bawang merah goreng--Bumbu halus:--5 buah bawang merah--4 siung bawang putih--3 butir kemiri (sangrai terlebih dahulu)--1/4 sdt ketumbar (sangrai terlebih dahulu)--2 cm kunyit (bakar terlebih dahulu)--1 cm jahe (bakar terlebih dahulu) (tambahan ku)--1/4 sdt merica bulat--","Tumis bumbu halus, daun salam, serai dan lengkuas geprek dengan secukupnya minyak goreng sampai harum..--Tambahkan air dan masuk kan tempe, garam, kaldu, gula pasir dan kecap manis, aduk rata. Tutup dan masak sampai mendidih, jangan lupa tes rasa, masak sampai kuah menyusut.. Angkat dan sajikan dengan taburan bawang merah goreng..--",49,/id/resep/4450308-embes-embes-tempe-banyumasan,"bawang putih, bawang merah, daun salam, serai, minyak, ketumbar, bubuk, merica, garam, jahe, kunyit, kaldu, tempe, kecap, lengkuas, kemiri"
Mangut Lele & Tempe,1/2 kg lele (goreng)--1 papan tempe (potong)--3 siung bawang putih--4 siung bawang merah--2 butir kemiri sangrai--Seruas kunyit bakar--2 bh cabe merah--Secukupnya cabe rawit--1 bh kencur--2 lbr daun salam--500 ml santan sedang--Secukupnya air--Gula garam kaldu bubuk--,"Haluskan duo bawang, kemiri, kunyit, kencur, cabe merah, cabe rawit (optional). Kemudian tumis bumbu halus dan tambahkan daun salam.--Masukkan air secukupnya. Beri gula garam kaldu bubuk. Tunggu mendidih--Masukkan santan, aduk2 agar santan tdk pecah.--Koreksi rasa.--Masukkan lele & tempe. Masak dg api kecil agak lama agar bumbu meresap.--Masukkan cabe rawit utuh.--Angkat & sajikan--",8,/id/resep/4448735-mangut-lele-tempe,"bawang putih, bawang merah, daun salam, cabe, rawit, bubuk, garam, gula, kunyit, kaldu, tempe, santan, kemiri, lele"
Tempe Bacem endeussss,"1 papan tempe ukuran besar,potong2--4 lembar daun salam--1 batang serai,geprek--800 ml air--4 bongkah kecil gula merah--1 sdt asam jawa,larutkan dlm 100ml air panas--secukupnya garam,gula pasir,lada bubuk--kaldu jamur secukupnya (sy skip)--Bumbu Halus :--8 siung bawang merah--4 siung bawang putih--2 ruas lengkuas--","Siapkan semua bahan--Tumis bumbu halus sampe harum lalu tambahkan daun salam dan serai aduk sampe bumbu matang.--Kemudian masukan air,air asam jawa,gula merah yg di iris,aduk2 lalu beri garam,gula pasir,lada bubuk dan kaldu jamur,masak hingga air mendidih.--Masukan tempe,masak hingga air menyusut,lalu tutup dan diamkan kurleb 30 menit biar bumbu meresap sempurna.--Goreng tempe dg minyak yg sudah di panaskan sampe kuning kecoklatan,gorengnya bentar aja ya moms,angkat lalu tiriskan..--Super endeeuuussss....--Happy Cooking...--",13,/id/resep/4448718-tempe-bacem-endeussss,"bawang putih, bawang merah, daun salam, serai, bubuk, garam, gula, kaldu, tempe, lada,  air , jamur, lengkuas, asam jawa"
Balado Teri Kacang Tempe,"1 buah Tempe potong2 dan goreng kering--1/4 kg kacang tanah, rendam dengan air 1 jam lalu goreng--Teri secukupnya atau sesuai selera (saya 2 bungkus)--2 cm lengkuas digeprek--1 cm jahe digeprek--1 lbr daun salam--2 lbr daub jeruk--secukupnya Kecap--4 sdm gula pasir--1 sdm gula merah--secukupnya Masako--Bumbu Halus :--3 siung bawang putih--5 siung bawang merah--8 buah cabe merah--7 buah cabai kecil--1 bungkus terasi ABC--","Tumis bumbu halus hingga harum, lalu tambahkan daun jeruk, daun salam, lengkuas dan jahe masak hingga harum.--Setelah harum tambah air sedikit lalu masukan masako, kecap, gula merah dan gula pasir masak hingga menjadi kental atau karamel.--Matikan kompor lalu masukan teri, tempe dan kacang yang telah di goreng terlebih dahulu. Aduk hingga bumbu rata.--Selamat mencoba 😘--",9,/id/resep/4448753-balado-teri-kacang-tempe,"bawang putih, bawang merah, daun salam, cabai, cabe, gula, jahe, tempe, kacang,  air , kecap, lengkuas, terasi"
Sambal Tempe Kencur,"1 papan Tempe uk 15x15 cm atau sesukanya, potong kotak--4 buah Cabe gendot, diiris--1 cm Lengkuas, digeprek--1 buah Cabe merah besar, diiris--1 batang Serai digeprek--Perasa Jamur--Gula pasir--1 genggam Daun kemangi--Bumbu halus:--5 buah Cabe rawit merah--4-5 cm Kencur--4 siung Bawang putih--1 sendok teh Garam--","Goreng tempe setengah matang.--Haluskan bumbu-bumbu--Tumbuk tempe sampai cukup hancur tp masih kasar--Tumis bumbu halus sampe setengah matang lalu masukan cabe gendot, serai, lengkuas dan cabe merah. Tumis sampai matang dan harum--Masukan Tempe lalu aduk sampe tempe matang, lalu tambahkan kemangi. Beri 1 sendok makan gula pasir dan secukupnya perisa jamur. Cicipi--Sambal tempe siap disantap..--",10,/id/resep/4448297-sambal-tempe-kencur,"bawang putih, serai, cabe, rawit, garam, gula, tempe, jamur, lengkuas, kemangi"
Tempe Mendol,1 papan tempe semangit *yg sdh didiamkan 2 atau 3 hari--Bumbu halus:--4 buah bawang merah--3 buah bawang putih--5 buah cabe rawit merah *boleh tidak pakai--10 lembar daun jeruk--2 ruas kencur--1 sdt ketumbar--Secukupnya garam--Minyak sayur utk menggoreng--,"Siapkan tempe, potong2. lalu kukus selama 15 menit--Setelah dikukus, haluskan tempe (saya pakai ulekan). setelah tempe sdh halus masukan bumbu halus aduk rata. Buat bulatan2 setelah itu goreng tempe mendol--Selamat Mencoba..--",10,/id/resep/4448207-tempe-mendol,"bawang putih, bawang merah, cabe, rawit, minyak, ketumbar, garam, tempe, daun jeruk"
Oreg tempe,500 gr tempe--5 buah cabe ije (iris bulet or sesuai selera)--7 buah cengek (iris tipis)--4 siung bawang putih (iris halus)--4 siung bawang merah (iris tipis)--40 ml kecap manis (aku pake bango)--1 sdt maizena (campur dengan 5 sdm air)--1 sdt garam--1 sdt penyedap rasa--1/4 gr minyak goreng--1 lembar daun salam--3 cm laos di geprek--2 tangkai daun bawang--,"Iris dadu tempe,lalu goreng set mateng,iris,potong semua bumbu--Tumis bawang merah,putih dan bawang daun sesudah wangi masukkan salam dan laos dan cabe,cengek,--Lalu masukan tempe yang sudah di goreng aduk sampe rata dengan api kecil az,lalu masukkan maizena dan kecap,garam dan penyedap rasa aduk sampe bumbu meresap cek rasa lalu matikan api dan hidangkan--",48,/id/resep/4448232-oreg-tempe,"bawang putih, maizena, bawang merah, daun salam, daun bawang, cabe, minyak, garam, tempe, kecap, penyedap"
